product_id,player_name,platform,player_unique_id,profile_unique_id,linked_steam_id,names_count,claimed_pid_count,non_steam_pid_count,ip_hash_count,proxy_hashes,vpn_hashes,hosting_hashes,inconsistency_count,inconsistencies
00023d0e2c674ccb9cca7108a2bd796d,BEANS,PCVR,76561199139361336,76561199139361336,,5,1,0,51,0,0,0,2,player/profile current_name mismatch; high IP-hash count: 51
00023d6093d9496a93b0d1a2baba4b0f,violentwaves,PCVR,76561199012059464,76561199012059464,,9,1,0,25,0,1,1,2,"high IP-hash count: 25; network risk observations: proxy=0, vpn=1, hosting=1"
00023d6220b749729b687ee60c7bd62e,Paladin Birdy,PCVR,Paladin Birdy,76561198147801858,,1,1,0,5,0,0,0,1,player/profile unique_id mismatch
00023d6cebb744e2aa5a09001205199c,76561199236630575,PCVR,76561199236630575,76561199236630575,,1,1,0,1,0,0,0,0,
00023eff5ed247ac976782a85a38bf2c,Booster Sid,PCVR,76561198028150702,76561198028150702,,1,1,0,10,0,0,0,1,high IP-hash count: 10
00023fc7c7794b1e8edd028bebe6266f,Hazard Man,PCVR,Hazard Man,76561198095457625,,1,1,0,2,0,0,0,1,player/profile unique_id mismatch
0002409277ca4a719a698502ba3c4063,Jaymie,PCVR,76561197961564370,76561197961564370,,1,1,0,3,0,0,0,0,
0002418aa5d94a71ae29d28b1e5f12be,Spencer,PCVR,76561198319915480,76561198319915480,,1,1,0,3,0,0,0,0,
0002435c63a94c818def5fd1f4c13c16,Jc,PCVR,76561197971119749,76561198970500411,,3,1,0,28,0,0,1,4,"player/profile unique_id mismatch; player/profile current_name mismatch; high IP-hash count: 28; network risk observations: proxy=0, vpn=0, hosting=1"
0002471c1a16472bb1213e639743f455,LordFarquaad2,SHACK,LordFarquaad2,76561198275078793,,6,1,0,7,0,0,0,2,player/profile unique_id mismatch; player/profile current_name mismatch
000249cd845542e5a6d3240d33d058cb,Tired Stargazer,PCVR,Tired Stargazer,76561198151444476,,1,1,0,4,0,0,0,1,player/profile unique_id mismatch
00024a2e591d436fadd25c2b4b9f440d,Vesail,PCVR,76561198161043605,76561198161043605,,1,1,0,5,0,0,0,0,
00024a8ddf954bf4b62c410c97e1203d,Mclovin,PCVR,76561199079805365,76561198166654839,,2,1,0,2,0,0,0,2,player/profile unique_id mismatch; player/profile current_name mismatch
00024c277cd14cad851c23bd6ca2e368,lo12310,PCVR,76561198114497852,76561198114497852,,2,1,0,6,0,0,0,0,
00024ce90bf241a0a86a15fd232d9d81,hotdog water,PCVR,76561198039096735,76561198039096735,,4,1,0,3,0,0,0,1,player/profile current_name mismatch
000251b56b6b41e1b397b8012f98a0da,DarthYogdha,PCVR,76561198445833031,76561198445833031,,1,1,0,9,0,0,0,0,
000251ca6c0849aabdbf6e05cd13ff8d,Finger,PCVR,76561199062098178,76561199062098178,,2,1,0,6,0,0,0,0,
000251cdb0594775a9fddb831ec42318,Mihawk,PCVR,76561198068973345,76561198068973345,,5,1,0,16,0,0,1,2,"high IP-hash count: 16; network risk observations: proxy=0, vpn=0, hosting=1"
